PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,MAIN_STAFF_GROUP,STAFF_GROUP,HC,FTE
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,Support to clinical staff,Support to ST&T staff,58510,48365.03205
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,All staff groups,214610,184693.43443
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,Senior managers,12289,11859.45539
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,Managers,26871,25636.75504
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,Central functions,102339,90131.52553
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,"Hotel, property & estates",73314,57065.69847
200909 to 201009,Denominator at start of period,All NHSE regions,All NHSE regions,Unknown classification,Unknown classification,4906,4165.94153
200909 to 201009,Denominator at start of period,Y56,London,All staff groups,All staff groups,169318,155880.42199
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,All staff groups,99838,92598.59577
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - All grades,20845,19644.43506
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Consultant,7293,6775.44469
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,670,570.17125
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,600,480.84882
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Staff Grade,365,318.62214
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,7711,7553.8374
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Core Training,1511,1484.33625
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1124,1108.6455
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1042,1036.55
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,377,141.44448
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,249,174.53453
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,Nurses & health visitors,48186,45107.86577
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,Midwives,3841,3352.53535
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,Ambulance staff,3134,3006.56348
200909 to 201009,Denominator at start of period,Y56,London,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",23890,21487.19611
200909 to 201009,Denominator at start of period,Y56,London,Support to clinical staff,All staff groups,42070,37546.86664
200909 to 201009,Denominator at start of period,Y56,London,Support to clinical staff,"Support to doctors, nurses & midwives",33417,29831.65941
200909 to 201009,Denominator at start of period,Y56,London,Support to clinical staff,Support to ambulance staff,987,944.76169
200909 to 201009,Denominator at start of period,Y56,London,Support to clinical staff,Support to ST&T staff,7711,6770.44554
200909 to 201009,Denominator at start of period,Y56,London,NHS infrastructure support,All staff groups,26793,24883.19287
200909 to 201009,Denominator at start of period,Y56,London,NHS infrastructure support,Senior managers,2151,2078.19242
200909 to 201009,Denominator at start of period,Y56,London,NHS infrastructure support,Managers,4876,4697.38325
200909 to 201009,Denominator at start of period,Y56,London,NHS infrastructure support,Central functions,14011,12834.92205
200909 to 201009,Denominator at start of period,Y56,London,NHS infrastructure support,"Hotel, property & estates",5777,5272.69515
200909 to 201009,Denominator at start of period,Y56,London,Unknown classification,Unknown classification,927,851.76671
200909 to 201009,Denominator at start of period,Y58,South West,All staff groups,All staff groups,118511,99251.28694
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,All staff groups,59922,51127.06323
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - All grades,9799,8890.05762
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Consultant,3640,3436.6089
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,412,346.3957
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,414,319.82948
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Staff Grade,296,216.96467
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,2577,2499.43325
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Core Training,615,610.22725
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,608,605.2
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,589,586.7
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,500,121.6794
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,227,147.01897
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,Nurses & health visitors,31573,26585.13491
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,Midwives,2407,1851.92914
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,Ambulance staff,1982,1891.00899
200909 to 201009,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",14222,11908.93257
200909 to 201009,Denominator at start of period,Y58,South West,Support to clinical staff,All staff groups,36112,28937.46691
200909 to 201009,Denominator at start of period,Y58,South West,Support to clinical staff,"Support to doctors, nurses & midwives",28141,22387.60573
200909 to 201009,Denominator at start of period,Y58,South West,Support to clinical staff,Support to ambulance staff,1554,1360.53086
200909 to 201009,Denominator at start of period,Y58,South West,Support to clinical staff,Support to ST&T staff,6479,5189.33032
200909 to 201009,Denominator at start of period,Y58,South West,NHS infrastructure support,All staff groups,22292,18820.05954
200909 to 201009,Denominator at start of period,Y58,South West,NHS infrastructure support,Senior managers,1292,1239.9966
200909 to 201009,Denominator at start of period,Y58,South West,NHS infrastructure support,Managers,2591,2437.60782
200909 to 201009,Denominator at start of period,Y58,South West,NHS infrastructure support,Central functions,10169,8801.69309
200909 to 201009,Denominator at start of period,Y58,South West,NHS infrastructure support,"Hotel, property & estates",8260,6340.76203
200909 to 201009,Denominator at start of period,Y58,South West,Unknown classification,Unknown classification,449,366.69726
200909 to 201009,Denominator at start of period,Y59,South East,All staff groups,All staff groups,154338,131770.09443
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,All staff groups,79687,69281.59339
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - All grades,13660,12663.72985
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Consultant,4944,4657.24883
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,656,567.65281
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,675,548.94566
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Staff Grade,247,207.54957
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,3885,3804.59875
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Core Training,879,872.16542
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,821,817.625
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,888,884.8
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,445,117.12921
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,280,186.0146
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,Nurses & health visitors,41805,36130.95312
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,Midwives,3343,2578.73637
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,Ambulance staff,2768,2633.79728
200909 to 201009,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",18196,15274.37677
