DATE,PAYMENT_TYPE,STAFF_GROUP_ORDER,STAFF_GROUP,AFC_BAND,GRADE_STEP,AMOUNT,SAMPLE_SIZE
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,All grade steps,2180.87,26628
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,1,2523.93,2750
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,2,2497.64,2409
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,3,2612.48,1434
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,4,2569.45,797
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,5,2787.32,431
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,6,2864.25,259
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,7,2789.22,194
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,8,2671.18,1738
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,All grade steps,2585.32,10010
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,1,3217.42,2565
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,2,3200.02,2148
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,3,3370.63,1880
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,4,3189.36,567
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,5,3125.55,258
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,6,3465.43,211
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,7,3489.39,113
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,8,3387.69,90
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,9,3356.48,748
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,All grade steps,3266.37,8578
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,1,3663.63,242
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,2,3718.19,204
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,3,3920.89,197
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,4,3952.55,149
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,5,3768.31,96
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,6,4007.03,69
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,7,5035.47,48
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,8,3983.03,36
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,9,3911.83,307
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,All grade steps,3883.24,1347
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,1,4291.26,36
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,2,4416.65,46
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,3,4700.11,24
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,4,4896.07,20
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,5,4421.27,15
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,6,4680.88,72
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,All grade steps,4562.06,213
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8b,6,5856.08,20
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8b,All grade steps,5610.56,43
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8c,All grade steps,6956.26,19
2025-06-30,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Non AfC band,Unknown,1963.89,1017
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,All AfC bands,All grade steps,8043.08,14031
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,9,4207.87,19
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,All grade steps,4133.64,53
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,1,4411.87,223
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,2,4454.96,245
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,3,4773.65,232
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,4,4724.09,196
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,5,4666.5,134
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,6,4904.86,624
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,All grade steps,4712.61,1654
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,1,5238.3,301
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,2,5266.59,272
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,3,5589.47,308
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,4,5668.95,248
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,5,5499.51,146
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,6,5915.48,854
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,All grade steps,5632.58,2129
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,1,6246.51,400
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,2,6431.12,391
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,3,6648.74,408
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,4,6638.47,335
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,5,6853.71,213
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,6,7070.27,1139
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,All grade steps,6744.17,2888
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,1,7326.42,352
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,2,7485.49,289
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,3,8194.99,406
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,4,7793.62,261
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,5,7853.7,159
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,6,8518.95,1093
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,All grade steps,8071.63,2561
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,1,8892.7,272
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,2,8947.77,257
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,3,9667.09,319
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,4,9473.89,172
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,5,9578.97,102
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,6,10014.35,991
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,All grade steps,9635.17,2115
2025-06-30,PUBGRP_020_EARNINGS,9,Senior managers,Non AfC band,Unknown,12132.14,2664
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,All AfC bands,All grade steps,5405.62,27628
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 3,All grade steps,2466.61,14
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 4,1,2627.46,10
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 4,All grade steps,2522.1,26
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 5,1,2576.48,19
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 5,8,3022.65,25
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 5,All grade steps,2843.11,76
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,1,3100.96,71
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,2,3356.58,51
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,3,3931.17,38
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,4,3203.08,33
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,5,3459.96,13
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,6,3843.16,17
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,8,3951.01,11
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,9,3573.37,63
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 6,All grade steps,3447.82,305
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,1,3860.21,307
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,2,3875.26,296
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,3,4072.36,244
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,4,4053.84,224
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,5,3963.6,170
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,6,4356.15,104
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,7,4237.2,90
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,8,4166.04,48
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,9,4237.06,571
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 7,All grade steps,4070.79,2054
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,1,4443.22,1745
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,2,4498.09,1615
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,3,4786.54,1728
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,4,4726.42,1469
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,5,4775.85,856
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,6,4945.02,4899
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8a,All grade steps,4757.31,12309
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,1,5210.55,1007
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,2,5235.24,972
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,3,5595.47,1104
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,4,5737.1,887
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,5,5545.61,543
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,6,6003.63,3089
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8b,All grade steps,5678.73,7600
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,1,6363.85,460
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,2,6309.04,463
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,3,6629.18,559
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,4,6715.9,379
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,5,6691.43,223
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,6,7197.71,1417
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8c,All grade steps,6795.44,3501
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,1,7460.71,147
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,2,7281.95,130
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,3,8149.06,162
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,4,8108.19,79
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,5,7789.11,63
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,6,8537.01,461
2025-06-30,PUBGRP_020_EARNINGS,10,Managers,Band 8d,All grade steps,8093.69,1043
