DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 7,30.68667,34
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,015_Other 1st Level Nurse,Band 8a,10.96,12
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,016_Other 2nd Level Nurse,Band 5,5.28,7
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,001_Adult and General,016_Other 2nd Level Nurse,Band 6,0.4,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,004_Nurse Manager,Band 7,3.4,5
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 6,1.6,2
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,003_Nurses - adult,009_Education Staff,015_Other 1st Level Nurse,Band 7,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,001_Nurse Consultant,Band 8c,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,002_Modern Matron,Band 8a,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 7,3.0,3
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 8a,3.0,3
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,004_Nurse Manager,Band 8b,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 6,11.61334,13
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 7,2.68,3
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,005_Children's Nurse,Band 8a,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 7,0.8,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,004_Nurses - children's,002_Children and Young People,015_Other 1st Level Nurse,Band 8a,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,001_Nurse Consultant,Band 8b,4.0,5
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,002_Modern Matron,Band 7,22.68001,27
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,002_Modern Matron,Band 8a,7.8,8
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,003_Community Matron,Band 7,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 7,15.83333,18
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 8a,7.6,9
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 8b,3.77333,4
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 8c,1.8,2
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,004_Nurse Manager,Band 9,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,010_District Nurse - 1st Level,Band 5,12.13333,16
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,010_District Nurse - 1st Level,Band 6,10.41333,13
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,010_District Nurse - 1st Level,Band 7,18.52,20
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 5,140.89919,176
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 6,157.39999,192
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 7,31.60668,36
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,015_Other 1st Level Nurse,Band 8a,3.89333,4
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,016_Other 2nd Level Nurse,Band 5,2.8,4
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,008_Community Services,017_Post 1st Level Registration Nurse Learner,Band 6,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,014_Qualified School Nurse,Band 6,1.8,3
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,005_Nurses - community health,010_School Nursing,014_Qualified School Nurse,Band 7,0.90667,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,001_Nurse Consultant,Band 8b,2.0,2
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,004_Nurse Manager,Band 7,1.57333,2
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,004_Nurse Manager,Band 8a,1.0,1
2025-10-31,Organisation,Y58,South West,QT6,Cornwall and the Isles of Scilly,RJ8,Cornwall Partnership NHS Foundation Trust,001_Professionally qualified clinical staff,002_Nurses & health visitors,006_Nurses - learning disabilities / difficulties,006_Community Learning Disabilities,009_Community Learning Disabilities Nurse - 1st Level,Band 6,11.78667,15
